,price,manufacturer,model,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,is_Turbo
1715,47042,BMW,328,2016,Sedan,Yes,Petrol,2.0,32000,4.0,Tiptronic,Rear,4,Left wheel,White,8,Yes
1716,19416,HYUNDAI,Elantra,2013,Sedan,Yes,LPG,1.6,186234,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1717,10349,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,130000,3.0,Automatic,Front,4,Right-hand drive,Silver,2,No
1718,23207,LEXUS,HS 250h,2010,Sedan,Yes,Petrol,2.5,79000,4.0,Automatic,Front,4,Left wheel,Grey,8,No
1719,12544,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,432994,4.0,Automatic,Front,4,Left wheel,Orange,4,No
1720,2430,NISSAN,Altima,2016,Sedan,Yes,Petrol,2.5,142469,4.0,Automatic,Front,4,Left wheel,Grey,12,No
1721,6115,MITSUBISHI,Colt,2003,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,4,Right-hand drive,Blue,2,No
1722,7997,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2.0,440555,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1723,25591,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,120000,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1724,9252,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,431626,4.0,Automatic,Front,4,Left wheel,Orange,4,No
1725,6272,SUBARU,Forester,2000,Jeep,No,CNG,2.0,200000,4.0,Automatic,4x4,4,Right-hand drive,White,4,No
1726,16850,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,168436,4.0,Tiptronic,Front,4,Left wheel,Black,12,No
1727,8781,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.5,117000,4.0,Automatic,4x4,4,Right-hand drive,Red,4,No
1728,20071,MITSUBISHI,Outlander,2011,Jeep,Yes,Petrol,3.0,123000,6.0,Automatic,4x4,4,Left wheel,Silver,8,No
1729,8311,KIA,Sportage,2020,Sedan,Yes,Petrol,2.4,17466,4.0,Automatic,Front,4,Left wheel,Black,12,No
1730,28225,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,100000,4.0,Tiptronic,Front,4,Left wheel,White,12,No
1731,15681,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,102000,4.0,Automatic,Front,4,Left wheel,Grey,10,No
1732,14113,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,2.5,180833,6.0,Tiptronic,Rear,4,Left wheel,Black,8,Yes
1733,3293,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2.4,189104,4.0,Automatic,Front,4,Left wheel,Silver,12,No
1734,16308,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,510225,4.0,Automatic,Front,4,Left wheel,White,4,No
1735,15367,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,50366,4.0,Automatic,Front,4,Left wheel,White,4,No
1736,41886,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,104697,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1737,7840,MERCEDES-BENZ,S 500,2000,Sedan,Yes,Petrol,5.0,276396,8.0,Tiptronic,Rear,4,Left wheel,Grey,4,No
1738,1568,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205,6.0,Automatic,Rear,4,Left wheel,Grey,12,No
1739,3293,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2.0,137997,4.0,Automatic,Front,4,Left wheel,Blue,12,No
1740,23734,FORD,Taurus,2011,Sedan,Yes,Petrol,3.5,75010,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1741,12676,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.0,229757,4.0,Automatic,Front,4,Left wheel,White,4,No
1742,17249,FORD,Fusion,2014,Sedan,No,Petrol,2.5,92525,4.0,Automatic,Front,4,Left wheel,Silver,12,No
1743,1333,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,349288,4.0,Automatic,Front,4,Left wheel,Blue,0,No
1744,23436,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.0,72645,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1745,9095,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,175000,4.0,Variator,Front,4,Left wheel,Red,8,No
1746,21012,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,101000,4.0,Tiptronic,Front,4,Left wheel,Black,12,No
1747,17876,FORD,Escape,2012,Jeep,Yes,Petrol,3.0,135000,4.0,Automatic,4x4,4,Left wheel,White,6,No
1748,23521,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,74000,4.0,Automatic,Front,4,Left wheel,Red,8,No
1749,7840,NISSAN,Note,2008,Sedan,No,Petrol,1.5,161468,4.0,Variator,Front,4,Right-hand drive,Golden,0,No
1750,10349,SUBARU,Legacy,2005,Sedan,Yes,Petrol,3.0,147000,6.0,Tiptronic,4x4,4,Right-hand drive,Black,6,No
1751,4861,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202,6.0,Automatic,Rear,4,Left wheel,Black,12,No
1752,42651,HYUNDAI,Santa FE,2013,Jeep,Yes,Petrol,2.4,88000,4.0,Tiptronic,4x4,4,Left wheel,Grey,4,No
1753,12858,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,93170,4.0,Automatic,4x4,4,Left wheel,Red,0,No
1754,14269,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,300366,6.0,Automatic,4x4,4,Left wheel,Blue,12,No
1755,14426,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,131400,4.0,Automatic,Front,4,Left wheel,Blue,12,No
1756,19130,FIAT,500 Abarth,2013,Coupe,No,Petrol,1.4,98000,4.0,Manual,Front,2,Left wheel,Black,6,Yes
1757,16935,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,148000,4.0,Automatic,Front,4,Left wheel,Grey,12,No
1758,20698,TOYOTA,Auris,2015,Hatchback,No,Petrol,1.8,78000,4.0,Manual,Front,4,Left wheel,Silver,10,No
1759,18500,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.0,142427,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1760,3136,BMW,650,2015,Sedan,Yes,Petrol,4.4,60709,8.0,Automatic,Rear,4,Left wheel,White,12,No
1761,862,FORD,Fiesta,2011,Hatchback,Yes,Petrol,1.6,175198,4.0,Automatic,Front,4,Left wheel,Green,12,No
1762,4000,OPEL,Astra,1998,Hatchback,No,Petrol,1.6,20400,4.0,Manual,Front,2,Left wheel,Black,2,No
1763,18189,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,121918,4.0,Tiptronic,Front,4,Left wheel,Grey,2,No
1764,15053,CHEVROLET,Malibu,2014,Sedan,Yes,Diesel,2.0,38714,4.0,Automatic,Front,4,Left wheel,Brown,4,No
1765,28300,BMW,320,2013,Sedan,Yes,Petrol,2.0,150000,4.0,Tiptronic,Rear,4,Left wheel,Black,12,Yes
1766,16935,MITSUBISHI,L 200,1998,Pickup,No,Diesel,2.5,0,4.0,Manual,4x4,4,Left wheel,Blue,2,Yes
1767,78917,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,111416,4.0,Automatic,Front,4,Left wheel,White,4,No
1768,19416,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,79534,4.0,Automatic,Front,4,Left wheel,Grey,4,No
1769,49858,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,126465,4.0,Automatic,Front,4,Left wheel,Grey,4,No
1770,27284,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,51106,4.0,Automatic,Front,4,Left wheel,White,4,No
1771,23129,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,87973,4.0,Automatic,Front,4,Left wheel,Grey,4,No
1772,4704,PEUGEOT,206,2009,Sedan,No,Petrol,1.4,130000,4.0,Manual,Front,4,Left wheel,Silver,0,No
1773,13172,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,503679,4.0,Automatic,Front,4,Left wheel,Orange,4,No
1774,28852,MERCEDES-BENZ,C 300,2012,Sedan,Yes,Petrol,3.0,70000,6.0,Tiptronic,4x4,4,Left wheel,Red,12,No
1775,83107,TOYOTA,Land Cruiser Prado,2014,Jeep,No,Diesel,3.0,120000,8.0,Automatic,4x4,4,Left wheel,Black,12,No
1776,37897,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,148387,4.0,Automatic,Front,4,Left wheel,White,4,No
1777,10036,MINI,Cooper,2006,Coupe,Yes,Petrol,1.6,1200,4.0,Tiptronic,Front,2,Right-hand drive,Purple,2,No
1778,17939,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2.0,135804,4.0,Automatic,Front,4,Left wheel,Grey,4,No
1779,13736,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,112483,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1780,4704,MAZDA,Mazda 6,2015,Sedan,Yes,Petrol,2.5,120342,4.0,Automatic,Front,4,Left wheel,White,12,No
1781,800,SUZUKI,Swift,2005,Sedan,No,Petrol,1.3,200000,4.0,Manual,Front,4,Right-hand drive,Grey,2,No
1782,22197,HONDA,FIT,2016,Hatchback,Yes,Petrol,1.3,70000,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1783,12858,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,217600,4.0,Automatic,Front,4,Left wheel,Blue,8,No
1784,8500,HONDA,Fred,2012,Minivan,No,Petrol,1.5,100000,4.0,Automatic,Front,4,Right-hand drive,Black,2,No
1785,4547,OPEL,Vectra,1996,Sedan,No,Petrol,1.6,157000,4.0,Manual,Front,4,Left wheel,Blue,0,No
1786,8781,TOYOTA,Altezza,2003,Sedan,No,Petrol,2.0,59000,6.0,Automatic,Rear,4,Right-hand drive,Blue,4,No
1787,19444,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,58000,4.0,Tiptronic,Front,4,Left wheel,Blue,0,No
1788,27284,HONDA,FIT,2019,Hatchback,No,Petrol,1.5,1500,4.0,Automatic,Front,4,Left wheel,Yellow,6,No
1789,10349,NISSAN,Tiida,2007,Sedan,No,Petrol,1.6,110000,4.0,Manual,Front,4,Left wheel,Beige,6,No
1790,17249,KIA,Sportage,2011,Jeep,Yes,Diesel,2.0,58499,4.0,Automatic,Front,4,Left wheel,Black,4,No
1791,5802,MITSUBISHI,Mirage,2013,Hatchback,No,Petrol,1.0,40000,3.0,Automatic,Front,4,Right-hand drive,Blue,6,No
1792,7840,MERCEDES-BENZ,Vito,1999,Minivan,Yes,CNG,2.8,280000,6.0,Automatic,Rear,4,Right-hand drive,Grey,4,No
1793,10349,BMW,X5,2004,Jeep,Yes,CNG,3.0,250000,6.0,Tiptronic,4x4,4,Left wheel,Black,6,No
1794,1019,BMW,535,2011,Sedan,Yes,Petrol,3.0,0,6.0,Automatic,Rear,4,Left wheel,Black,12,No
1795,37000,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,120804,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1796,4704,VAZ,2106,1986,Sedan,No,CNG,1.3,1000,2.0,Manual,Front,4,Left wheel,Blue,0,No
1797,29166,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.0,99200,4.0,Automatic,Front,4,Left wheel,Black,12,Yes
1798,862,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.0,70450,6.0,Automatic,4x4,4,Left wheel,Grey,10,No
1799,7260,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.8,52584,4.0,Automatic,Front,4,Left wheel,White,4,No
1800,18189,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,174400,4.0,Automatic,Front,4,Left wheel,Grey,8,No
1801,862,HONDA,Cr-v,2002,Jeep,Yes,Petrol,2.4,278728,4.0,Automatic,4x4,4,Left wheel,White,12,No
1802,19757,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,101000,4.0,Automatic,Front,4,Left wheel,Grey,12,No
1803,21608,LEXUS,LS 460,2009,Sedan,Yes,Petrol,4.6,217614,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1804,47042,BMW,550,2010,Sedan,Yes,Petrol,4.4,119000,8.0,Tiptronic,Rear,4,Left wheel,Black,12,Yes
1805,15681,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,282994,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1806,12544,MERCEDES-BENZ,ML 350,2004,Jeep,Yes,CNG,3.7,195000,6.0,Tiptronic,4x4,4,Left wheel,Silver,12,No
1807,33870,BMW,328,2013,Sedan,Yes,Petrol,2.0,111000,4.0,Tiptronic,Rear,4,Left wheel,Black,12,No
1808,25500,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,69000,4.0,Variator,4x4,4,Left wheel,Silver,12,No
1809,43278,BMW,X5,2012,Jeep,Yes,Petrol,5.0,91000,8.0,Automatic,4x4,4,Left wheel,Blue,12,No
1810,10349,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,317000,4.0,Variator,Front,4,Left wheel,White,8,No
1811,37633,BMW,750,2010,Sedan,Yes,Petrol,4.4,111000,8.0,Automatic,4x4,4,Left wheel,Black,12,Yes
1812,15681,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,290850,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1813,14113,FORD,Focus,2013,Sedan,Yes,Petrol,2.0,76800,4.0,Automatic,Front,4,Left wheel,Black,6,No
1814,13485,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,17000,4.0,Automatic,Front,4,Left wheel,Black,4,No
1815,7527,MERCEDES-BENZ,C 230,2002,Coupe,Yes,Petrol,1.8,334000,4.0,Manual,Rear,2,Left wheel,Silver,6,No
1816,32412,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,131957,4.0,Automatic,Front,4,Left wheel,White,4,No
1817,12720,HYUNDAI,Accent,2012,Sedan,Yes,Petrol,1.4,141000,4.0,Automatic,Front,4,Left wheel,White,4,No
1818,7997,KIA,Optima,2012,Sedan,Yes,Petrol,2.0,71172,4.0,Automatic,Front,4,Left wheel,White,4,No
1819,39085,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.0,76550,4.0,Automatic,Front,4,Left wheel,Black,4,No
1820,3293,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,224267,4.0,Automatic,Front,4,Left wheel,Silver,0,No
1821,17405,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,217600,4.0,Automatic,Front,4,Left wheel,Grey,6,No
1822,5018,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139,6.0,Automatic,Rear,4,Left wheel,Black,12,No
1823,28225,MERCEDES-BENZ,C 250,2011,Sedan,Yes,Petrol,1.8,24000,4.0,Tiptronic,Rear,4,Left wheel,Red,10,No
1824,32929,MERCEDES-BENZ,C 250,2014,Coupe,Yes,Petrol,1.8,67680,6.0,Tiptronic,Rear,2,Left wheel,Black,8,Yes
1825,7527,OPEL,Astra,1998,Hatchback,No,LPG,1.6,225000,4.0,Manual,Front,4,Left wheel,White,4,No
1826,19676,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.0,194664,4.0,Automatic,Front,4,Left wheel,White,4,No
1827,2666,FORD,Fusion,2015,Sedan,Yes,Hybrid,2.0,100747,4.0,Automatic,Front,4,Left wheel,Green,0,No
1828,33556,BMW,X5,2013,Jeep,Yes,Petrol,3.0,119000,6.0,Tiptronic,4x4,4,Left wheel,Silver,12,Yes
1829,18503,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,116000,4.0,Variator,Front,5,Left wheel,Silver,7,No
1830,862,FORD,Fusion,2014,Sedan,Yes,Hybrid,2.0,186048,4.0,Automatic,Front,4,Left wheel,Black,0,No
1831,14834,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2.0,190000,4.0,Automatic,Front,4,Left wheel,Grey,4,No
1832,6429,OPEL,Astra,1998,Hatchback,No,Petrol,1.6,0,4.0,Manual,Front,4,Left wheel,Green,4,No
1833,1254,AUDI,A4,2014,Sedan,Yes,Petrol,2.0,42395,4.0,Automatic,4x4,4,Left wheel,Grey,0,No
1834,26425,LEXUS,LS 460,2010,Sedan,Yes,Petrol,4.6,224500,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1835,12858,TOYOTA,Prius,2010,Hatchback,No,Petrol,1.8,19500,4.0,Variator,Front,4,Left wheel,Blue,6,No
1836,9879,TOYOTA,Highlander,2012,Jeep,Yes,Hybrid,3.5,157211,6.0,Automatic,4x4,4,Left wheel,White,12,No
1837,17092,HYUNDAI,Elantra SE,2017,Sedan,No,Petrol,2.0,33097,4.0,Automatic,Front,4,Left wheel,Red,8,No
1838,9346,CHEVROLET,Spark,2014,Hatchback,Yes,Petrol,1.0,73936,4.0,Automatic,Front,4,Left wheel,White,4,No
1839,2195,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2.0,22816,4.0,Automatic,Front,4,Left wheel,Grey,12,No
1840,41886,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,104697,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1841,8154,LEXUS,IS 350,2011,Sedan,Yes,Petrol,3.5,259066,6.0,Automatic,4x4,4,Left wheel,Silver,12,No
1842,13000,NISSAN,Note,2016,Hatchback,No,Petrol,1.2,58000,3.0,Variator,Front,4,Right-hand drive,Blue,2,No
1843,14426,MERCEDES-BENZ,E 270,2003,Sedan,No,Diesel,2.7,215000,6.0,Tiptronic,Rear,4,Left wheel,Black,8,Yes
1844,6523,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,36125,4.0,Automatic,Front,4,Left wheel,Blue,4,No
1845,25716,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,147745,4.0,Tiptronic,Front,4,Left wheel,Grey,12,No
1846,15681,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Petrol,3.5,140800,6.0,Automatic,4x4,4,Left wheel,Black,0,Yes
1847,1725,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,226198,6.0,Automatic,4x4,4,Left wheel,Green,12,No
1848,5018,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222,6.0,Automatic,4x4,4,Left wheel,Black,12,No
1849,2038,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,0,4.0,Automatic,Front,4,Left wheel,Black,12,No
1850,28059,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.0,52351,4.0,Automatic,Front,4,Left wheel,White,4,No
1851,15624,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,164649,4.0,Automatic,Front,4,Left wheel,Grey,4,No
1852,3763,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317,6.0,Automatic,4x4,4,Left wheel,Black,12,No
1853,27598,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2.0,83200,4.0,Tiptronic,Front,4,Left wheel,Silver,6,No
1854,42024,BMW,535,2012,Sedan,Yes,Petrol,3.0,87000,6.0,Tiptronic,4x4,4,Left wheel,Black,12,Yes
1855,20071,BMW,428,2016,Cabriolet,Yes,Petrol,2.0,52131,4.0,Automatic,Rear,2,Left wheel,Black,12,No
1856,33908,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2.0,85254,4.0,Automatic,Front,4,Left wheel,Black,4,No
1857,17035,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,144500,4.0,Automatic,Front,4,Left wheel,White,4,No
1858,11864,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,118698,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1859,42337,TOYOTA,RAV 4,2015,Jeep,No,Petrol,2.5,7520,8.0,Automatic,Front,4,Left wheel,White,8,No
1860,45473,MERCEDES-BENZ,Sprinter,2008,Microbus,No,Diesel,2.2,190000,4.0,Tiptronic,Rear,4,Left wheel,Silver,2,Yes
1861,3293,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,157317,4.0,Automatic,Front,4,Left wheel,Red,12,No
1862,36137,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,47181,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1863,941,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,364523,6.0,Automatic,4x4,4,Left wheel,Black,12,No
1864,20385,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,162000,4.0,Tiptronic,Front,4,Left wheel,Black,10,No
1865,22580,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,304000,4.0,Tiptronic,Front,4,Left wheel,Carnelian red,12,No
1866,4077,NISSAN,Micra,1998,Coupe,No,Petrol,1.0,130000,4.0,Manual,Front,2,Left wheel,Silver,2,No
1867,7840,HONDA,FIT,2002,Hatchback,No,Petrol,1.3,178000,4.0,Variator,Front,4,Right-hand drive,White,2,No
1868,13799,HYUNDAI,Sonata,2010,Sedan,No,Petrol,2.4,90000,4.0,Automatic,Front,4,Left wheel,Red,16,No
1869,7524,MERCEDES-BENZ,C 180,1998,Universal,No,CNG,1.8,333000,4.0,Manual,Rear,4,Left wheel,Black,6,No
1870,16894,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,104090,4.0,Automatic,Front,4,Left wheel,White,4,No
1871,36567,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,146844,4.0,Automatic,Front,4,Left wheel,Blue,4,No
1872,25089,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,113000,4.0,Tiptronic,4x4,4,Left wheel,Red,8,Yes
1873,15681,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,120000,4.0,Automatic,Front,4,Left wheel,Blue,14,No
1874,8154,HYUNDAI,Accent,2011,Hatchback,Yes,Diesel,1.6,43522,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1875,25089,TOYOTA,Land Cruiser Prado,2002,Jeep,No,LPG,3.4,103000,6.0,Automatic,4x4,4,Right-hand drive,Green,12,No
1876,1490,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,174106,4.0,Automatic,Front,4,Left wheel,White,0,No
1877,18503,HYUNDAI,Veloster,2011,Hatchback,Yes,Petrol,1.6,65600,4.0,Tiptronic,Front,2,Left wheel,Silver,4,No
1878,941,AUDI,Q5,2016,Jeep,Yes,Petrol,3.0,448982,6.0,Automatic,4x4,4,Left wheel,Black,0,No
1879,20385,TOYOTA,Prius,2013,Hatchback,Yes,Petrol,1.8,295142,4.0,Automatic,Front,4,Left wheel,Silver,12,No
1880,17876,BMW,535 i,2007,Sedan,Yes,Petrol,3.0,247000,6.0,Tiptronic,Rear,4,Left wheel,Grey,8,No
1881,21482,MINI,Cooper,2017,Coupe,Yes,Petrol,1.5,26751,3.0,Automatic,Front,2,Left wheel,Green,8,No
1882,3150,TOYOTA,Estima,1997,Minivan,No,Petrol,2.4,230000,4.0,Automatic,4x4,4,Right-hand drive,Silver,2,No
1883,27284,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915,4.0,Automatic,Rear,4,Left wheel,White,12,No
1884,47408,HYUNDAI,Genesis,2013,Coupe,Yes,Petrol,3.8,116482,4.0,Automatic,Front,4,Left wheel,Black,4,No
1885,21012,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,77000,4.0,Automatic,Front,4,Left wheel,Blue,10,No
1886,10663,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,278223,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1887,6586,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123,4.0,Automatic,Front,4,Left wheel,Silver,0,No
1888,15994,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,180000,4.0,Variator,Front,4,Left wheel,Black,8,No
1889,14113,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,141000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,No
1890,18346,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,31891,4.0,Automatic,Front,4,Left wheel,Grey,4,No
1891,18503,MITSUBISHI,Pajero,1997,Jeep,No,Diesel,2.8,155000,4.0,Tiptronic,4x4,2,Right-hand drive,Silver,2,Yes
1892,13626,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.6,154148,4.0,Automatic,Front,4,Left wheel,Black,4,No
1893,9565,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,285186,6.0,Automatic,Front,4,Left wheel,Grey,12,No
1894,5645,SUBARU,XV,2013,Sedan,Yes,Petrol,2.0,105523,4.0,Automatic,4x4,4,Left wheel,Blue,0,No
1895,4547,CHEVROLET,Volt,2013,Hatchback,Yes,Hybrid,1.4,150517,4.0,Automatic,Front,4,Left wheel,Black,0,No
1896,36899,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,119098,4.0,Automatic,Front,4,Left wheel,Silver,4,No
1897,1019,BMW,X5,2013,Jeep,Yes,Diesel,3.0,137802,6.0,Automatic,4x4,4,Left wheel,Black,0,No
1898,15681,AUDI,A4,2011,Sedan,Yes,Petrol,2.0,190000,4.0,Tiptronic,4x4,4,Left wheel,Grey,12,Yes
1899,12544,TOYOTA,Vitz,2012,Sedan,No,Petrol,1.0,106000,3.0,Automatic,Front,4,Left wheel,White,10,No
1900,27911,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.5,83200,4.0,Automatic,4x4,4,Left wheel,Silver,0,No
1901,17876,MERCEDES-BENZ,E 500,2004,Sedan,Yes,LPG,5.0,175000,8.0,Tiptronic,Rear,4,Left wheel,Black,8,No
1902,14113,VOLKSWAGEN,Jetta,2013,Sedan,No,Petrol,2.5,154000,6.0,Tiptronic,Front,4,Left wheel,Black,6,No
1903,8000,OPEL,Astra g,2000,Hatchback,No,Petrol,1.6,258000,4.0,Manual,Front,4,Left wheel,Black,4,No
1904,8781,MERCEDES-BENZ,C 220,1999,Sedan,No,Diesel,2.2,319990,4.0,Manual,Rear,4,Left wheel,Silver,2,Yes
1905,14269,BMW,X5,2017,Jeep,Yes,Diesel,3.0,98726,6.0,Automatic,4x4,4,Left wheel,White,12,No
1906,5200,VOLKSWAGEN,Passat,1999,Sedan,Yes,CNG,1.8,0,4.0,Manual,Front,4,Left wheel,Black,2,Yes
1907,6586,TOYOTA,Corolla,2001,Sedan,No,Petrol,1.5,138000,4.0,Automatic,Front,4,Right-hand drive,Silver,2,No
1908,10349,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,156000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,No
1909,26657,BMW,528,2011,Sedan,Yes,Petrol,3.0,125000,6.0,Tiptronic,Rear,4,Left wheel,Silver,16,No
1910,19130,TOYOTA,Tacoma,2013,Sedan,Yes,Petrol,4.0,57554,6.0,Automatic,4x4,4,Left wheel,Silver,12,No
1911,3450,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626,4.0,Automatic,Front,4,Left wheel,Black,12,No
1912,26657,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0,271701,6.0,Automatic,4x4,4,Left wheel,White,12,No
1913,14426,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,249112,6.0,Automatic,4x4,4,Left wheel,Grey,0,No
1914,1254,BMW,X6,2016,Jeep,Yes,Petrol,3.0,74674,6.0,Automatic,4x4,4,Left wheel,White,12,No
